Subject,Gender,Age,Race,Eth.Ori,Education,Spite,SSES,SRPS,SJS,Vignettes,Content,Justification,Realism,Justification_overall_timing,agreement_overall_timing,sexual_timing_justification,non_sexual_timing_justification,agreement_sexual_timing,agreement_non_sexual_timing
18,1,21,1,3,4,43,45,2.122377622,8,6,No_Sex,5,5,18.4694,1.9488,18.7532,18.1856,1.5306,2.367
18,1,21,1,3,4,43,45,2.122377622,8,7,Sex,1,4,18.4694,1.9488,18.7532,18.1856,1.5306,2.367
18,1,21,1,3,4,43,45,2.122377622,8,8,No_Sex,2,4,18.4694,1.9488,18.7532,18.1856,1.5306,2.367
18,1,21,1,3,4,43,45,2.122377622,8,9,No_Sex,2,2,18.4694,1.9488,18.7532,18.1856,1.5306,2.367
18,1,21,1,3,4,43,45,2.122377622,8,10,Sex,4,4,18.4694,1.9488,18.7532,18.1856,1.5306,2.367
19,2,34,1,3,4,30,29,3.685314685,5,1,Sex,5,4,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,2,Sex,2,3,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,3,No_Sex,1,4,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,4,Sex,1,3,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,5,No_Sex,1,3,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,6,No_Sex,4,3,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,7,Sex,1,4,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,8,No_Sex,1,4,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,9,No_Sex,3,3,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
19,2,34,1,3,4,30,29,3.685314685,5,10,Sex,2,3,18.7081,1.545,21.9036,15.5126,1.5982,1.4918
20,1,31,1,3,1,37,34,2.751748252,10,1,Sex,2,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,2,Sex,1,2,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,3,No_Sex,1,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,4,Sex,1,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,5,No_Sex,1,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,6,No_Sex,2,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,7,Sex,1,2,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,8,No_Sex,1,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,9,No_Sex,4,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
20,1,31,1,3,1,37,34,2.751748252,10,10,Sex,1,4,7.3443,2.4193,7.3232,7.3654,2.313,2.5256
21,1,21,1,1,3,40,29,3.286713287,10,1,Sex,5,4,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,2,Sex,4,2,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,3,No_Sex,1,4,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,4,Sex,1,2,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,5,No_Sex,3,3,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,6,No_Sex,4,4,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,7,Sex,1,1,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,8,No_Sex,4,4,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,9,No_Sex,4,3,14.8684,2.0033,15.589,14.1478,2.2726,1.734
21,1,21,1,1,3,40,29,3.286713287,10,10,Sex,1,2,14.8684,2.0033,15.589,14.1478,2.2726,1.734
22,1,22,1,3,4,36,28,3.653846154,7,1,Sex,4,5,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,2,Sex,2,4,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,3,No_Sex,1,3,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,4,Sex,2,4,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,5,No_Sex,1,5,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,6,No_Sex,5,4,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,7,Sex,4,4,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,8,No_Sex,1,3,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,9,No_Sex,1,2,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
22,1,22,1,3,4,36,28,3.653846154,7,10,Sex,1,3,21.1786,2.6389,27.1992,15.158,3.2652,2.0126
23,2,23,1,2,3,32,30,3.097902098,7,1,Sex,5,5,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,2,Sex,2,5,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,3,No_Sex,1,4,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,4,Sex,1,2,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,5,No_Sex,1,2,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,6,No_Sex,4,4,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,7,Sex,1,1,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,8,No_Sex,1,1,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,9,No_Sex,4,1,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
23,2,23,1,2,3,32,30,3.097902098,7,10,Sex,1,4,23.5476,1.6146,26.1852,20.91,1.7634,1.4658
24,1,29,1,2,5,24,29,3.108391608,8,1,Sex,5,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,2,Sex,2,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,3,No_Sex,1,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,4,Sex,2,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,5,No_Sex,2,3,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,6,No_Sex,4,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,7,Sex,1,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,8,No_Sex,3,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,9,No_Sex,5,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
24,1,29,1,2,5,24,29,3.108391608,8,10,Sex,4,4,20.3118,2.7988,20.666,19.9576,3.31,2.2876
25,1,21,1,3,3,52,33,2.751748252,6,1,Sex,4,4,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,2,Sex,3,2,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,3,No_Sex,4,4,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,4,Sex,3,3,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,5,No_Sex,2,2,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,6,No_Sex,2,3,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,7,Sex,2,3,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,8,No_Sex,3,3,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,9,No_Sex,2,4,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
25,1,21,1,3,3,52,33,2.751748252,6,10,Sex,4,4,24.6384,1.6542,26.5664,22.7104,1.785,1.5234
26,1,22,3,3,3,41,34,3.402097902,4,1,Sex,2,4,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,2,Sex,1,2,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,3,No_Sex,1,3,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,4,Sex,1,4,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,5,No_Sex,1,4,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,6,No_Sex,3,4,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,7,Sex,1,3,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,8,No_Sex,1,5,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,9,No_Sex,3,3,22.24,1.75,23.1954,21.2846,1.9272,1.5728
26,1,22,3,3,3,41,34,3.402097902,4,10,Sex,3,4,22.24,1.75,23.1954,21.2846,1.9272,1.5728
27,1,29,1,3,3,32,30,3.307692308,6,1,Sex,4,4,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,2,Sex,1,4,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,3,No_Sex,1,3,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,4,Sex,2,5,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,5,No_Sex,1,4,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,6,No_Sex,5,4,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,7,Sex,1,2,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,8,No_Sex,1,4,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,9,No_Sex,4,1,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
27,1,29,1,3,3,32,30,3.307692308,6,10,Sex,2,3,24.8405,2.2131,31.7176,17.9634,2.389,2.0372
28,2,27,1,3,5,30,37,3.685314685,6,1,Sex,5,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,2,Sex,4,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,3,No_Sex,1,3,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,4,Sex,1,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,5,No_Sex,1,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,6,No_Sex,5,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,7,Sex,1,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,8,No_Sex,2,4,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,9,No_Sex,4,3,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
28,2,27,1,3,5,30,37,3.685314685,6,10,Sex,1,5,12.2395,1.4874,11.1704,13.3086,2.065,0.9098
29,2,36,1,8,6,44,32,3.108391608,6,1,Sex,3,4,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,2,Sex,4,5,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,3,No_Sex,5,4,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,4,Sex,3,4,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,5,No_Sex,3,4,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,6,No_Sex,2,3,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,7,Sex,4,4,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,8,No_Sex,2,2,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,9,No_Sex,3,3,25.5765,1.5375,20.575,30.578,1.9974,1.0776
29,2,36,1,8,6,44,32,3.108391608,6,10,Sex,3,3,25.5765,1.5375,20.575,30.578,1.9974,1.0776
30,1,19,1,3,3,39,25,3.454545455,4,1,Sex,2,5,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,2,Sex,1,2,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,3,No_Sex,1,4,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,4,Sex,2,2,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,5,No_Sex,1,3,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,6,No_Sex,4,4,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,7,Sex,2,2,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,8,No_Sex,2,4,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,9,No_Sex,4,2,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
30,1,19,1,3,3,39,25,3.454545455,4,10,Sex,5,5,31.4814,2.5984,32.3784,30.5844,3.2394,1.9574
31,2,25,1,2,4,38,27,3.108391608,5,1,Sex,5,5,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,2,Sex,4,5,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,3,No_Sex,1,4,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,4,Sex,1,4,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,5,No_Sex,2,4,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,6,No_Sex,5,4,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,7,Sex,2,3,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,8,No_Sex,1,5,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,9,No_Sex,4,4,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
31,2,25,1,2,4,38,27,3.108391608,5,10,Sex,4,5,12.2346,0.8173,21.9174,2.5518,0.8948,0.7398
32,1,20,1,3,4,32,36,2.804195804,8,1,Sex,4,3,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,2,Sex,3,4,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,3,No_Sex,2,5,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,4,Sex,1,1,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,5,No_Sex,1,4,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,6,No_Sex,3,3,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,7,Sex,1,4,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,8,No_Sex,3,4,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,9,No_Sex,4,1,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
32,1,20,1,3,4,32,36,2.804195804,8,10,Sex,3,5,28.7399,1.2656,18.7078,38.772,1.5728,0.9584
33,1,25,1,2,4,37,39,2.888111888,12,1,Sex,4,4,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,2,Sex,2,2,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,3,No_Sex,1,2,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,4,Sex,1,3,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,5,No_Sex,1,1,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,6,No_Sex,4,2,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,7,Sex,1,1,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,8,No_Sex,1,4,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,9,No_Sex,4,3,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
33,1,25,1,2,4,37,39,2.888111888,12,10,Sex,3,5,24.3713,1.8185,19.4824,29.2602,1.7982,1.8388
34,1,20,1,3,3,37,27,3.171328671,3,1,Sex,5,4,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,2,Sex,1,3,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,3,No_Sex,1,2,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,4,Sex,1,4,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,5,No_Sex,1,4,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,6,No_Sex,4,4,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,7,Sex,1,3,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,8,No_Sex,1,4,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,9,No_Sex,4,2,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
34,1,20,1,3,3,37,27,3.171328671,3,10,Sex,2,3,20.7523,1.8856,23.3692,18.1354,2.5334,1.2378
35,1,41,1,2,4,45,36,3.129370629,4,1,Sex,5,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,2,Sex,4,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,3,No_Sex,1,3,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,4,Sex,3,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,5,No_Sex,1,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,6,No_Sex,5,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,7,Sex,4,3,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,8,No_Sex,1,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,9,No_Sex,4,2,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
35,1,41,1,2,4,45,36,3.129370629,4,10,Sex,3,4,31.1764,1.9985,31.7022,30.6506,2.3602,1.6368
36,1,18,2,2,4,44,29,2.961538462,13,1,Sex,4,3,16.8161,1.6308,9.3608,24.2714,2.0828,1.1788
36,1,18,2,2,4,44,29,2.961538462,13,2,Sex,2,2,16.8161,1.6308,9.3608,24.2714,2.0828,1.1788
